"Activity" "Subject" "Measurement" "Mean"
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-std()-X" -0.709955676983444
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-std()-X" -0.653800660041538
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-std()-X" -0.687155474097403
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-std()-X" -0.711895541068627
"SITTING" "8" "tBodyGyro-std()-X" -0.624493083196648
"SITTING" "11" "tBodyGyro-std()-X" -0.739922126628797
"SITTING" "14" "tBodyGyro-std()-X" -0.728661379340557
"SITTING" "15" "tBodyGyro-std()-X" -0.696859473045732
"SITTING" "16" "tBodyGyro-std()-X" -0.799534450491803
"SITTING" "17" "tBodyGyro-std()-X" -0.841458331660377
"STANDING" "17" "tBodyGyro-std()-X" -0.546889652912621
"STANDING" "19" "tBodyGyro-std()-X" -0.637789914575556
"STANDING" "21" "tBodyGyro-std()-X" -0.79617228689951
"STANDING" "22" "tBodyGyro-std()-X" -0.695919202960436
"STANDING" "23" "tBodyGyro-std()-X" -0.755738625241936
"STANDING" "25" "tBodyGyro-std()-X" -0.747938599023392
"LAYING" "25" "tBodyGyro-std()-X" -0.352327987776119
"LAYING" "26" "tBodyGyro-std()-X" -0.766673970339286
"LAYING" "27" "tBodyGyro-std()-X" -0.795853557018617
"LAYING" "28" "tBodyGyro-std()-X" -0.740276591873298
"LAYING" "29" "tBodyGyro-std()-X" -0.73469927369157
"LAYING" "30" "tBodyGyro-std()-X" -0.671005846122715
"WALKING" "2" "tBodyGyro-std()-Y" -0.722943674337748
"WALKING" "4" "tBodyGyro-std()-Y" -0.79823574873817
"WALKING" "9" "tBodyGyro-std()-Y" -0.670498220701389
"WALKING" "10" "tBodyGyro-std()-Y" -0.591333155194558
"WALKING" "12" "tBodyGyro-std()-Y" -0.73506282621875
"WALKING" "13" "tBodyGyro-std()-Y" -0.641849236631841
"WALKING_UPSTAIRS" "13" "tBodyGyro-std()-Y" -0.651917139603175
"WALKING_UPSTAIRS" "18" "tBodyGyro-std()-Y" -0.777361713653846
"WALKING_UPSTAIRS" "20" "tBodyGyro-std()-Y" -0.573677383024548
"WALKING_UPSTAIRS" "24" "tBodyGyro-std()-Y" -0.763365457296588
"WALKING_UPSTAIRS" "1" "tBodyGyro-std()-Y" -0.484224282954075
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-std()-Y" -0.0722302850357143
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-std()-Y" -0.76302218170088
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-std()-Y" -0.705638306688742
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-std()-Y" -0.626252072652308
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-std()-Y" -0.652408657909091
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-std()-Y" -0.71118736525098
"SITTING" "8" "tBodyGyro-std()-Y" -0.491024448864804
"SITTING" "11" "tBodyGyro-std()-Y" -0.703501766487342
"SITTING" "14" "tBodyGyro-std()-Y" -0.398959362766099
"SITTING" "15" "tBodyGyro-std()-Y" -0.708779069191463
"SITTING" "16" "tBodyGyro-std()-Y" -0.810124133715847
"SITTING" "17" "tBodyGyro-std()-Y" -0.809718432867925
"STANDING" "17" "tBodyGyro-std()-Y" -0.649472681941748
"STANDING" "19" "tBodyGyro-std()-Y" -0.643866300560306
"STANDING" "21" "tBodyGyro-std()-Y" -0.765057760637255
"STANDING" "22" "tBodyGyro-std()-Y" -0.784052281090343
"STANDING" "23" "tBodyGyro-std()-Y" -0.500338191139785
"STANDING" "25" "tBodyGyro-std()-Y" -0.81201447497076
"LAYING" "25" "tBodyGyro-std()-Y" -0.447250805820896
"LAYING" "26" "tBodyGyro-std()-Y" -0.800675471045918
"LAYING" "27" "tBodyGyro-std()-Y" -0.802048718989362
"LAYING" "28" "tBodyGyro-std()-Y" -0.741285540196335
"LAYING" "29" "tBodyGyro-std()-Y" -0.634569173421512
"LAYING" "30" "tBodyGyro-std()-Y" -0.538990663942298
"WALKING" "2" "tBodyGyro-std()-Z" -0.634888927843046
"WALKING" "4" "tBodyGyro-std()-Z" -0.726374197066246
"WALKING" "9" "tBodyGyro-std()-Z" -0.587557692291458
"WALKING" "10" "tBodyGyro-std()-Z" -0.598142328621088
"WALKING" "12" "tBodyGyro-std()-Z" -0.671057678528125
"WALKING" "13" "tBodyGyro-std()-Z" -0.683503760268657
"WALKING_UPSTAIRS" "13" "tBodyGyro-std()-Z" -0.579262193587302
"WALKING_UPSTAIRS" "18" "tBodyGyro-std()-Z" -0.745612483131868
"WALKING_UPSTAIRS" "20" "tBodyGyro-std()-Z" -0.52727797039661
"WALKING_UPSTAIRS" "24" "tBodyGyro-std()-Z" -0.708251676335958
"WALKING_UPSTAIRS" "1" "tBodyGyro-std()-Z" -0.626764226316614
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-std()-Z" -0.264048974032143
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-std()-Z" -0.709483440322581
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-std()-Z" -0.606589817380795
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-std()-Z" -0.599910232855692
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-std()-Z" -0.663340760331169
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-std()-Z" -0.740685576490196
"SITTING" "8" "tBodyGyro-std()-Z" -0.380733150165363
"SITTING" "11" "tBodyGyro-std()-Z" -0.725016008797468
"SITTING" "14" "tBodyGyro-std()-Z" -0.364478192502167
"SITTING" "15" "tBodyGyro-std()-Z" -0.721826987530488
"SITTING" "16" "tBodyGyro-std()-Z" -0.737629967961749
"SITTING" "17" "tBodyGyro-std()-Z" -0.803762797404906
"STANDING" "17" "tBodyGyro-std()-Z" -0.507141368174757
"STANDING" "19" "tBodyGyro-std()-Z" -0.645682212189167
"STANDING" "21" "tBodyGyro-std()-Z" -0.701642028499559
"STANDING" "22" "tBodyGyro-std()-Z" -0.654458016208723
"STANDING" "23" "tBodyGyro-std()-Z" -0.609683451821774
"STANDING" "25" "tBodyGyro-std()-Z" -0.796801556871345
"LAYING" "25" "tBodyGyro-std()-Z" -0.495293246716418
"LAYING" "26" "tBodyGyro-std()-Z" -0.703347205619898
"LAYING" "27" "tBodyGyro-std()-Z" -0.674128512103723
"LAYING" "28" "tBodyGyro-std()-Z" -0.669789662889791
"LAYING" "29" "tBodyGyro-std()-Z" -0.713864583982558
"LAYING" "30" "tBodyGyro-std()-Z" -0.589783442185379
"WALKING" "2" "tBodyGyroJerk-mean()-X" -0.0875587491668874
"WALKING" "4" "tBodyGyroJerk-mean()-X" -0.107859315713249
"WALKING" "9" "tBodyGyroJerk-mean()-X" -0.0892254930640278
"WALKING" "10" "tBodyGyroJerk-mean()-X" -0.108150829882313
"WALKING" "12" "tBodyGyroJerk-mean()-X" -0.0731134377315625
"WALKING" "13" "tBodyGyroJerk-mean()-X" -0.0894616084467662
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-mean()-X" -0.0859752421404762
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-mean()-X" -0.0944029581558242
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-mean()-X" -0.094982179135
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-mean()-X" -0.0998294248142257
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-mean()-X" -0.0950035033872414
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-mean()-X" -0.121134045164286
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-mean()-X" -0.0991554609633431
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-mean()-X" -0.103522877147351
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-mean()-X" -0.0829159966093231
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-mean()-X" -0.0942037376182662
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-mean()-X" -0.104074113676471
"SITTING" "8" "tBodyGyroJerk-mean()-X" -0.105480277744693
"SITTING" "11" "tBodyGyroJerk-mean()-X" -0.0805473309873418
"SITTING" "14" "tBodyGyroJerk-mean()-X" -0.107556127062003
"SITTING" "15" "tBodyGyroJerk-mean()-X" -0.0960910108539634
"SITTING" "16" "tBodyGyroJerk-mean()-X" -0.107361614801257
"SITTING" "17" "tBodyGyroJerk-mean()-X" -0.103491347726038
"STANDING" "17" "tBodyGyroJerk-mean()-X" -0.1190789103
"STANDING" "19" "tBodyGyroJerk-mean()-X" -0.0895939425055556
"STANDING" "21" "tBodyGyroJerk-mean()-X" -0.100558317889216
"STANDING" "22" "tBodyGyroJerk-mean()-X" -0.109257561827445
"STANDING" "23" "tBodyGyroJerk-mean()-X" -0.0966990737225806
"STANDING" "25" "tBodyGyroJerk-mean()-X" -0.106956810491754
"LAYING" "25" "tBodyGyroJerk-mean()-X" -0.114935814892537
"LAYING" "26" "tBodyGyroJerk-mean()-X" -0.0988125627461224
"LAYING" "27" "tBodyGyroJerk-mean()-X" -0.0893066039356303
"LAYING" "28" "tBodyGyroJerk-mean()-X" -0.0881213551172775
"LAYING" "29" "tBodyGyroJerk-mean()-X" -0.100707751809855
"LAYING" "30" "tBodyGyroJerk-mean()-X" -0.0926769005274151
"WALKING" "2" "tBodyGyroJerk-mean()-Y" -0.0433986835453642
"WALKING" "4" "tBodyGyroJerk-mean()-Y" -0.0400427574662461
"WALKING" "9" "tBodyGyroJerk-mean()-Y" -0.0397344421815972
"WALKING" "10" "tBodyGyroJerk-mean()-Y" -0.0424219983671769
"WALKING" "12" "tBodyGyroJerk-mean()-Y" -0.043678823491875
"WALKING" "13" "tBodyGyroJerk-mean()-Y" -0.0438266734373134
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-mean()-Y" -0.0444936160904762
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-mean()-Y" -0.044169186546978
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-mean()-Y" -0.0414356124141243
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-mean()-Y" -0.0390749421383202
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-mean()-Y" -0.0391973611410658
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-mean()-Y" -0.0704164515642857
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-mean()-Y" -0.0401923943695015
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-mean()-Y" -0.0490624519374172
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-mean()-Y" -0.0454921005615385
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-mean()-Y" -0.0414401406082792
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-mean()-Y" -0.0345947722803922
"SITTING" "8" "tBodyGyroJerk-mean()-Y" -0.0432248501716201
"SITTING" "11" "tBodyGyroJerk-mean()-Y" -0.0493914065474684
"SITTING" "14" "tBodyGyroJerk-mean()-Y" -0.0433200489340217
"SITTING" "15" "tBodyGyroJerk-mean()-Y" -0.0441270690182012
"SITTING" "16" "tBodyGyroJerk-mean()-Y" -0.0416615668939617
"SITTING" "17" "tBodyGyroJerk-mean()-Y" -0.0404391298567925
"STANDING" "17" "tBodyGyroJerk-mean()-Y" -0.0359117110547573
"STANDING" "19" "tBodyGyroJerk-mean()-Y" -0.0383208736670278
"STANDING" "21" "tBodyGyroJerk-mean()-Y" -0.0408236141863333
"STANDING" "22" "tBodyGyroJerk-mean()-Y" -0.0384616223750156
"STANDING" "23" "tBodyGyroJerk-mean()-Y" -0.0432722741798387
"STANDING" "25" "tBodyGyroJerk-mean()-Y" -0.039178116686345
"LAYING" "25" "tBodyGyroJerk-mean()-Y" -0.0380204553547761
"LAYING" "26" "tBodyGyroJerk-mean()-Y" -0.040476400288852
"LAYING" "27" "tBodyGyroJerk-mean()-Y" -0.0450414487725798
"LAYING" "28" "tBodyGyroJerk-mean()-Y" -0.0447972595862042
"LAYING" "29" "tBodyGyroJerk-mean()-Y" -0.0464322029527616
"LAYING" "30" "tBodyGyroJerk-mean()-Y" -0.0412903779669452
"WALKING" "2" "tBodyGyroJerk-mean()-Z" -0.0557541828188742
"WALKING" "4" "tBodyGyroJerk-mean()-Z" -0.0578089304000631
"WALKING" "9" "tBodyGyroJerk-mean()-Z" -0.053402884281875
"WALKING" "10" "tBodyGyroJerk-mean()-Z" -0.0555521277515646
"WALKING" "12" "tBodyGyroJerk-mean()-Z" -0.0574585039485312
"WALKING" "13" "tBodyGyroJerk-mean()-Z" -0.0584367238691542
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-mean()-Z" -0.0580089014698413
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-mean()-Z" -0.0568482569002198
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-mean()-Z" -0.0543001277610169
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-mean()-Z" -0.0552987683401575
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-mean()-Z" -0.0497921651970846
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-mean()-Z" -0.0169168070785714
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-mean()-Z" -0.0521178264170088
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-mean()-Z" -0.0506258160122517
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-mean()-Z" -0.0533610323667692
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-mean()-Z" -0.0610307928148701
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-mean()-Z" -0.0606706132745098
"SITTING" "8" "tBodyGyroJerk-mean()-Z" -0.056931431927933
"SITTING" "11" "tBodyGyroJerk-mean()-Z" -0.0480140167267405
"SITTING" "14" "tBodyGyroJerk-mean()-Z" -0.0450693836894427
"SITTING" "15" "tBodyGyroJerk-mean()-Z" -0.0555645456881098
"SITTING" "16" "tBodyGyroJerk-mean()-Z" -0.0539470410873497
"SITTING" "17" "tBodyGyroJerk-mean()-Z" -0.0527108136213208
"STANDING" "17" "tBodyGyroJerk-mean()-Z" -0.046061223208932
"STANDING" "19" "tBodyGyroJerk-mean()-Z" -0.0569649444286945
"STANDING" "21" "tBodyGyroJerk-mean()-Z" -0.0533861046416422
"STANDING" "22" "tBodyGyroJerk-mean()-Z" -0.0582144293519003
"STANDING" "23" "tBodyGyroJerk-mean()-Z" -0.0621959093526344
"STANDING" "25" "tBodyGyroJerk-mean()-Z" -0.0558615330477193
"LAYING" "25" "tBodyGyroJerk-mean()-Z" -0.0541320693262687
"LAYING" "26" "tBodyGyroJerk-mean()-Z" -0.0558282743354031
"LAYING" "27" "tBodyGyroJerk-mean()-Z" -0.0586254676047872
"LAYING" "28" "tBodyGyroJerk-mean()-Z" -0.0607680707408115
"LAYING" "29" "tBodyGyroJerk-mean()-Z" -0.052785999031686
"LAYING" "30" "tBodyGyroJerk-mean()-Z" -0.0493556177875196
"WALKING" "2" "tBodyGyroJerk-std()-X" -0.671679103311258
"WALKING" "4" "tBodyGyroJerk-std()-X" -0.723788617823344
"WALKING" "9" "tBodyGyroJerk-std()-X" -0.7617108665625
"WALKING" "10" "tBodyGyroJerk-std()-X" -0.703243499727891
"WALKING" "12" "tBodyGyroJerk-std()-X" -0.709726149496875
"WALKING" "13" "tBodyGyroJerk-std()-X" -0.789537639900497
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-std()-X" -0.598100784936508
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-std()-X" -0.842893477884615
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-std()-X" -0.698354145936441
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-std()-X" -0.764490030609974
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-std()-X" -0.647410243423198
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-std()-X" -0.528469100357143
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-std()-X" -0.689328428607038
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-std()-X" -0.662581310334437
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-std()-X" -0.546009968372308
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-std()-X" -0.701731200484416
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-std()-X" -0.718298543676471
"SITTING" "8" "tBodyGyroJerk-std()-X" -0.65030267946648
"SITTING" "11" "tBodyGyroJerk-std()-X" -0.781738140601266
"SITTING" "14" "tBodyGyroJerk-std()-X" -0.7862917325387
"SITTING" "15" "tBodyGyroJerk-std()-X" -0.731382711036585
"SITTING" "16" "tBodyGyroJerk-std()-X" -0.858298719153005
"SITTING" "17" "tBodyGyroJerk-std()-X" -0.863912821132075
"STANDING" "17" "tBodyGyroJerk-std()-X" -0.594076501359223
"STANDING" "19" "tBodyGyroJerk-std()-X" -0.618836206634444
"STANDING" "21" "tBodyGyroJerk-std()-X" -0.792483156720588
"STANDING" "22" "tBodyGyroJerk-std()-X" -0.708898710199377
"STANDING" "23" "tBodyGyroJerk-std()-X" -0.728692138333333
"STANDING" "25" "tBodyGyroJerk-std()-X" -0.819645866695906
"LAYING" "25" "tBodyGyroJerk-std()-X" -0.508540971940298
"LAYING" "26" "tBodyGyroJerk-std()-X" -0.732321370690816
"LAYING" "27" "tBodyGyroJerk-std()-X" -0.8210758325
"LAYING" "28" "tBodyGyroJerk-std()-X" -0.720515676293194
"LAYING" "29" "tBodyGyroJerk-std()-X" -0.736117664139535
"LAYING" "30" "tBodyGyroJerk-std()-X" -0.780636429556136
"WALKING" "2" "tBodyGyroJerk-std()-Y" -0.783595466728477
"WALKING" "4" "tBodyGyroJerk-std()-Y" -0.902502592618297
"WALKING" "9" "tBodyGyroJerk-std()-Y" -0.773273878854167
"WALKING" "10" "tBodyGyroJerk-std()-Y" -0.768641779047619
"WALKING" "12" "tBodyGyroJerk-std()-Y" -0.8112325993125
"WALKING" "13" "tBodyGyroJerk-std()-Y" -0.677463150542289
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-std()-Y" -0.785231557698413
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-std()-Y" -0.884050472967033
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-std()-Y" -0.684280685533898
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-std()-Y" -0.792718702440945
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-std()-Y" -0.656018144169279
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-std()-Y" -0.389002888178571
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-std()-Y" -0.842659862111437
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-std()-Y" -0.774114270364238
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-std()-Y" -0.677635980501538
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-std()-Y" -0.674920114957468
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-std()-Y" -0.790882586666667
"SITTING" "8" "tBodyGyroJerk-std()-Y" -0.621661472464804
"SITTING" "11" "tBodyGyroJerk-std()-Y" -0.868377254082279
"SITTING" "14" "tBodyGyroJerk-std()-Y" -0.6979155314613
"SITTING" "15" "tBodyGyroJerk-std()-Y" -0.853956592073171
"SITTING" "16" "tBodyGyroJerk-std()-Y" -0.86957312057377
"SITTING" "17" "tBodyGyroJerk-std()-Y" -0.839339477584906
"STANDING" "17" "tBodyGyroJerk-std()-Y" -0.791639479029126
"STANDING" "19" "tBodyGyroJerk-std()-Y" -0.725991380623889
"STANDING" "21" "tBodyGyroJerk-std()-Y" -0.815859336004902
"STANDING" "22" "tBodyGyroJerk-std()-Y" -0.859924419844237
"STANDING" "23" "tBodyGyroJerk-std()-Y" -0.546043593651882
"STANDING" "25" "tBodyGyroJerk-std()-Y" -0.92376429619883
"LAYING" "25" "tBodyGyroJerk-std()-Y" -0.794738742238806
"LAYING" "26" "tBodyGyroJerk-std()-Y" -0.836112175331633
"LAYING" "27" "tBodyGyroJerk-std()-Y" -0.837320211489362
"LAYING" "28" "tBodyGyroJerk-std()-Y" -0.825038783246073
"LAYING" "29" "tBodyGyroJerk-std()-Y" -0.853639613139535
"LAYING" "30" "tBodyGyroJerk-std()-Y" -0.79894807305483
"WALKING" "2" "tBodyGyroJerk-std()-Z" -0.674611933293046
"WALKING" "4" "tBodyGyroJerk-std()-Z" -0.748369141315457
"WALKING" "9" "tBodyGyroJerk-std()-Z" -0.744656038298611
"WALKING" "10" "tBodyGyroJerk-std()-Z" -0.686800252738095
"WALKING" "12" "tBodyGyroJerk-std()-Z" -0.749351860259375
"WALKING" "13" "tBodyGyroJerk-std()-Z" -0.799175403681592
"WALKING_UPSTAIRS" "13" "tBodyGyroJerk-std()-Z" -0.574793777611111
"WALKING_UPSTAIRS" "18" "tBodyGyroJerk-std()-Z" -0.83861466293956
"WALKING_UPSTAIRS" "20" "tBodyGyroJerk-std()-Z" -0.636715878557062
"WALKING_UPSTAIRS" "24" "tBodyGyroJerk-std()-Z" -0.796816516614173
"WALKING_UPSTAIRS" "1" "tBodyGyroJerk-std()-Z" -0.68927331655768
"WALKING_DOWNSTAIRS" "1" "tBodyGyroJerk-std()-Z" -0.383401011071429
"WALKING_DOWNSTAIRS" "3" "tBodyGyroJerk-std()-Z" -0.743028500565982
"WALKING_DOWNSTAIRS" "5" "tBodyGyroJerk-std()-Z" -0.564680771249007
"WALKING_DOWNSTAIRS" "6" "tBodyGyroJerk-std()-Z" -0.526908306306892
"WALKING_DOWNSTAIRS" "7" "tBodyGyroJerk-std()-Z" -0.750808705594156
"WALKING_DOWNSTAIRS" "8" "tBodyGyroJerk-std()-Z" -0.802573968284314
"SITTING" "8" "tBodyGyroJerk-std()-Z" -0.635224078368715
"SITTING" "11" "tBodyGyroJerk-std()-Z" -0.795490882468355
"SITTING" "14" "tBodyGyroJerk-std()-Z" -0.638299064788855
"SITTING" "15" "tBodyGyroJerk-std()-Z" -0.795626198384146
"SITTING" "16" "tBodyGyroJerk-std()-Z" -0.837039926065574
"SITTING" "17" "tBodyGyroJerk-std()-Z" -0.871264414301887
"STANDING" "17" "tBodyGyroJerk-std()-Z" -0.646130191067961
"STANDING" "19" "tBodyGyroJerk-std()-Z" -0.686684583831583
"STANDING" "21" "tBodyGyroJerk-std()-Z" -0.812017312181373
"STANDING" "22" "tBodyGyroJerk-std()-Z" -0.742272774987539
"STANDING" "23" "tBodyGyroJerk-std()-Z" -0.740518145887097
"STANDING" "25" "tBodyGyroJerk-std()-Z" -0.869013091578947
"LAYING" "25" "tBodyGyroJerk-std()-Z" -0.642143695522388
"LAYING" "26" "tBodyGyroJerk-std()-Z" -0.773101524821429
"LAYING" "27" "tBodyGyroJerk-std()-Z" -0.782945588829787
"LAYING" "28" "tBodyGyroJerk-std()-Z" -0.769755981125654
"LAYING" "29" "tBodyGyroJerk-std()-Z" -0.770221314302326
"LAYING" "30" "tBodyGyroJerk-std()-Z" -0.76322854691906
"WALKING" "2" "tBodyAccMag-mean()" -0.535281800541722
"WALKING" "4" "tBodyAccMag-mean()" -0.56158213510694
"WALKING" "9" "tBodyAccMag-mean()" -0.505183470509187
"WALKING" "10" "tBodyAccMag-mean()" -0.502500207000204
"WALKING" "12" "tBodyAccMag-mean()" -0.559586545675313
"WALKING" "13" "tBodyAccMag-mean()" -0.604692369727861
"WALKING_UPSTAIRS" "13" "tBodyAccMag-mean()" -0.436467135438889
"WALKING_UPSTAIRS" "18" "tBodyAccMag-mean()" -0.658370952115385
"WALKING_UPSTAIRS" "20" "tBodyAccMag-mean()" -0.517257429345412
"WALKING_UPSTAIRS" "24" "tBodyAccMag-mean()" -0.620032665162467
"WALKING_UPSTAIRS" "1" "tBodyAccMag-mean()" -0.492214147385266
"WALKING_DOWNSTAIRS" "1" "tBodyAccMag-mean()" -0.0140828025671429
"WALKING_DOWNSTAIRS" "3" "tBodyAccMag-mean()" -0.563140802770059
"WALKING_DOWNSTAIRS" "5" "tBodyAccMag-mean()" -0.460866415568709
"WALKING_DOWNSTAIRS" "6" "tBodyAccMag-mean()" -0.464770006998123
"WALKING_DOWNSTAIRS" "7" "tBodyAccMag-mean()" -0.511312036747403
"WALKING_DOWNSTAIRS" "8" "tBodyAccMag-mean()" -0.657841168134314
"SITTING" "8" "tBodyAccMag-mean()" -0.360642734297765
"SITTING" "11" "tBodyAccMag-mean()" -0.542825032813608
"SITTING" "14" "tBodyAccMag-mean()" -0.453262620331889
"SITTING" "15" "tBodyAccMag-mean()" -0.527285352000488
"SITTING" "16" "tBodyAccMag-mean()" -0.616131116889044
"SITTING" "17" "tBodyAccMag-mean()" -0.686476820794717
"STANDING" "17" "tBodyAccMag-mean()" -0.264493090446019
"STANDING" "19" "tBodyAccMag-mean()" -0.531507362111361
"STANDING" "21" "tBodyAccMag-mean()" -0.620309259553676
"STANDING" "22" "tBodyAccMag-mean()" -0.504099198287601
"STANDING" "23" "tBodyAccMag-mean()" -0.532754757205108
"STANDING" "25" "tBodyAccMag-mean()" -0.650083046388889
"LAYING" "25" "tBodyAccMag-mean()" -0.242882056238806
"LAYING" "26" "tBodyAccMag-mean()" -0.600932264175765
"LAYING" "27" "tBodyAccMag-mean()" -0.627947737417819
"LAYING" "28" "tBodyAccMag-mean()" -0.610030902501309
"LAYING" "29" "tBodyAccMag-mean()" -0.553585593347965
"LAYING" "30" "tBodyAccMag-mean()" -0.538131194183003
"WALKING" "2" "tBodyAccMag-std()" -0.552812545643709
"WALKING" "4" "tBodyAccMag-std()" -0.606556049548896
"WALKING" "9" "tBodyAccMag-std()" -0.553038255314792
"WALKING" "10" "tBodyAccMag-std()" -0.545348810631551
"WALKING" "12" "tBodyAccMag-std()" -0.5743864944925
"WALKING" "13" "tBodyAccMag-std()" -0.649879523726368
"WALKING_UPSTAIRS" "13" "tBodyAccMag-std()" -0.513244022742063
"WALKING_UPSTAIRS" "18" "tBodyAccMag-std()" -0.689671890376374
"WALKING_UPSTAIRS" "20" "tBodyAccMag-std()" -0.572325820319209
"WALKING_UPSTAIRS" "24" "tBodyAccMag-std()" -0.650862147810236
"WALKING_UPSTAIRS" "1" "tBodyAccMag-std()" -0.531818239176489
"WALKING_DOWNSTAIRS" "1" "tBodyAccMag-std()" -0.101515471785714
"WALKING_DOWNSTAIRS" "3" "tBodyAccMag-std()" -0.591224780306452
"WALKING_DOWNSTAIRS" "5" "tBodyAccMag-std()" -0.52162345171192
"WALKING_DOWNSTAIRS" "6" "tBodyAccMag-std()" -0.483790606354154
"WALKING_DOWNSTAIRS" "7" "tBodyAccMag-std()" -0.510669879158539
"WALKING_DOWNSTAIRS" "8" "tBodyAccMag-std()" -0.687208716852941
"SITTING" "8" "tBodyAccMag-std()" -0.478154547792179
"SITTING" "11" "tBodyAccMag-std()" -0.612882270912658
"SITTING" "14" "tBodyAccMag-std()" -0.474058613408978
"SITTING" "15" "tBodyAccMag-std()" -0.557147874176037
"SITTING" "16" "tBodyAccMag-std()" -0.661719690491803
"SITTING" "17" "tBodyAccMag-std()" -0.734866170311698
"STANDING" "17" "tBodyAccMag-std()" -0.38190167633301
"STANDING" "19" "tBodyAccMag-std()" -0.599552767486305
"STANDING" "21" "tBodyAccMag-std()" -0.6601960145
"STANDING" "22" "tBodyAccMag-std()" -0.595953853592586
"STANDING" "23" "tBodyAccMag-std()" -0.56557562579215
"STANDING" "25" "tBodyAccMag-std()" -0.718445536415205
"LAYING" "25" "tBodyAccMag-std()" -0.355656243895522
"LAYING" "26" "tBodyAccMag-std()" -0.620355788665816
"LAYING" "27" "tBodyAccMag-std()" -0.677874152031915
